81NB873837;KAZAPRYK;12/08/2022;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
47XX561864;ZAEUGIOG;04/08/2014;UniversiteDeDouala;INFORMATIQUE;LICENCE1
75PD788656;VGQBIYXO;21/01/2010;UniversiteDeDschang;INFORMATIQUE;LICENCE1
15FX045326;ZALIXLEI;05/01/2015;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
06AD671578;NDKCWIOW;19/03/1994;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
03OJ000846;LSQRCGZY;27/03/2002;UniversiteDeDschang;INFORMATIQUE;LICENCE1
33ST100422;OPBYPYNQ;02/02/1998;UniversiteDeDouala;INFORMATIQUE;LICENCE1
10TR638784;YAAWOFGB;07/11/2003;UniversiteDeDschang;INFORMATIQUE;LICENCE1
67QT866741;KQEJBSHM;15/03/2018;UniversiteDeDouala;INFORMATIQUE;LICENCE1
45ZB340382;NZFPIGPW;28/12/2003;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
37CA882578;VRVMPKCQ;27/07/2002;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
12TE042626;KCOYJUAU;01/09/1990;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
64BR442471;MGFPAMBN;27/03/2002;UniversiteDeDouala;INFORMATIQUE;LICENCE1
58ZX635881;LIFTOWSL;27/03/1995;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
67MB515665;NNXFXBVJ;27/11/1995;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
33PH128356;ELINFKJT;05/05/2015;UniversiteDeDschang;INFORMATIQUE;LICENCE1
21NC610278;QOJQCMGO;26/10/2022;UniversiteDeDschang;INFORMATIQUE;LICENCE1
14FF612078;XNJNJDBX;10/06/2020;UniversiteDeDouala;INFORMATIQUE;LICENCE1
40SS413428;QACPCZZG;06/06/1995;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
84HC162170;KJVRTFML;04/08/2000;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
86HE703870;VXDYMJOJ;12/12/2008;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
72QJ325668;WZYGDZFV;07/03/2024;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
34PS517723;AJNCIOKU;07/03/2010;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
58AP366755;XFNSKZDI;15/07/2018;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
52OH887433;XIGJSUUQ;04/04/2000;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
16PY712484;TSWYSDUU;18/02/1993;UniversiteDeDschang;INFORMATIQUE;LICENCE1
52BF250615;MHWWXISU;15/07/2011;UniversiteDeDschang;INFORMATIQUE;LICENCE1
06ZQ043675;NFOAFTIE;15/03/1990;UniversiteDeDouala;INFORMATIQUE;LICENCE1
76NU784011;BQNVMHMH;06/06/1995;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
34ZN058018;ZIGTOCNC;18/10/2007;UniversiteDeDschang;INFORMATIQUE;LICENCE1
31TQ522067;LLZITTEJ;07/11/2017;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
54DW712023;ZSLGNVKO;17/01/1992;UniversiteDeDouala;INFORMATIQUE;LICENCE1
13XN668340;LXKXGYEH;21/05/1996;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
25FL556653;GMBWOQZZ;27/11/2002;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
48MG432712;CAJXTNIS;05/05/1994;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
82BH670512;HTAUOKLB;23/11/2012;UniversiteDeDouala;INFORMATIQUE;LICENCE1
32SO628184;JXAPVFXD;09/05/1991;UniversiteDeDschang;INFORMATIQUE;LICENCE1
24CR258210;TACIQBJU;07/07/2003;UniversiteDeDouala;INFORMATIQUE;LICENCE1
21ST483533;BTUUICPQ;13/01/2002;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
74BA707616;YPMOCXQL;07/11/1996;UniversiteDeDouala;INFORMATIQUE;LICENCE1
83ET124725;WQDTXCZR;18/10/1993;UniversiteDeDschang;INFORMATIQUE;LICENCE1
75KT106337;CBBUCKRD;11/07/2014;UniversiteDeDouala;INFORMATIQUE;LICENCE1
61AP480241;FLZONQEN;20/12/2009;UniversiteDeDouala;INFORMATIQUE;LICENCE1
81IO038481;IQCKQSXO;28/04/2017;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
06TC443876;KCIKEHDI;21/01/1996;UniversiteDeDschang;INFORMATIQUE;LICENCE1
72VC207220;IEFMQWRW;18/10/2014;UniversiteDeDschang;INFORMATIQUE;LICENCE1
30VK626345;HQKWJQKR;04/08/2007;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
22JV522817;IODYICPS;18/10/1993;UniversiteDeDschang;INFORMATIQUE;LICENCE1
56NI320021;FXELGHWQ;11/07/2021;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
05MK852366;NBCEXTAG;21/05/2024;UniversiteDeDouala;INFORMATIQUE;LICENCE1
68MR436417;LMCUCONK;06/10/2016;UniversiteDeDschang;INFORMATIQUE;LICENCE1
26BE482584;CSLKVCFC;22/06/2004;UniversiteDeDouala;INFORMATIQUE;LICENCE1
67VV041157;ZJPHTLXG;27/07/2023;UniversiteDeDschang;INFORMATIQUE;LICENCE1
52HS605346;MBKJUMPF;24/04/2013;UniversiteDeDschang;INFORMATIQUE;LICENCE1
25MK562620;AUCCIPPN;08/12/1997;UniversiteDeDschang;INFORMATIQUE;LICENCE1
86QM250366;ICXFECJF;15/03/2011;UniversiteDeDschang;INFORMATIQUE;LICENCE1
81KC443756;OYMHKLPY;25/09/1993;UniversiteDeDouala;INFORMATIQUE;LICENCE1
45BD151221;MAKIOBNP;07/11/1996;UniversiteDeDouala;INFORMATIQUE;LICENCE1
20NH575581;VRTGJKVR;01/05/2011;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
07UV142337;MSYSXJXN;03/03/1999;UniversiteDeDschang;INFORMATIQUE;LICENCE1
05KO033154;HLWTYLSM;24/08/2013;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
27UU505054;NCUCFKTB;08/04/2004;UniversiteDeDouala;INFORMATIQUE;LICENCE1
16DL425436;BOJKZEDL;19/03/2001;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
03SK136430;YDGXMFKU;28/04/1996;UniversiteDeDschang;INFORMATIQUE;LICENCE1
63ZQ221525;TIPRUHEH;18/06/1993;UniversiteDeDouala;INFORMATIQUE;LICENCE1
83AU448862;LYLRIGUM;08/12/2018;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
56VU021654;VFWULAHJ;23/03/2019;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
62WG476526;FNJSTVMM;11/03/2007;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
81KH733500;EBFYLLHY;26/10/2008;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
56HU372425;KVRUBNGW;19/07/2008;UniversiteDeDouala;INFORMATIQUE;LICENCE1
88ER133765;SFSFHCPM;01/05/1990;UniversiteDeDschang;INFORMATIQUE;LICENCE1
26VE515763;PAEKVSYZ;15/07/2011;UniversiteDeDschang;INFORMATIQUE;LICENCE1
52KJ046168;WGZHRJHD;14/06/2010;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
66LO276332;EZYFMGEH;20/04/2009;UniversiteDeDouala;INFORMATIQUE;LICENCE1
05OJ703150;NYMUADJS;26/02/2015;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
42AX315102;FPCBIDCE;06/06/2016;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
77QX360811;JENCNUGR;22/06/2011;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
88XN133540;TGYIMERC;02/10/1998;UniversiteDeDouala;INFORMATIQUE;LICENCE1
36SA732322;DDYFJHXO;24/04/2020;UniversiteDeDschang;INFORMATIQUE;LICENCE1
48XO126285;XCRHHULS;16/04/2019;UniversiteDeDschang;INFORMATIQUE;LICENCE1
37TF332664;YAULUAEQ;22/02/1997;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
61PM178321;GCYVJRXO;13/05/2023;UniversiteDeDouala;INFORMATIQUE;LICENCE1
44VW324023;UVTFFTWE;10/10/1999;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
53SZ322378;XNLEJYWH;05/01/2008;UniversiteDeDschang;INFORMATIQUE;LICENCE1
82CD076886;YQUUTYKZ;08/08/2011;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
73RO638811;DKUMBTCY;01/01/2018;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
15ES351308;RVFWOBAL;19/03/1994;UniversiteDeDouala;INFORMATIQUE;LICENCE1
16TF584054;PNRANNIN;05/05/2015;UniversiteDeDschang;INFORMATIQUE;LICENCE1
52IP825707;GEHZFUAK;07/11/2024;UniversiteDeDouala;INFORMATIQUE;LICENCE1
68UR845083;EXYIQAIJ;19/07/2015;UniversiteDeDschang;INFORMATIQUE;LICENCE1
67DV433037;VNFMPHZG;07/07/2024;UniversiteDeDouala;INFORMATIQUE;LICENCE1
46MF081548;WTGJGQWO;14/10/2024;UniversiteDeDschang;INFORMATIQUE;LICENCE1
18PW547854;XGPCAQOG;10/02/2006;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
20RC645147;PMQHMYRJ;09/01/2012;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
66EW503445;MYVDGXLE;14/02/1996;UniversiteDeDouala;INFORMATIQUE;LICENCE1
15ZM873476;QTQYKMPJ;12/12/2022;UniversiteDeDschang;INFORMATIQUE;LICENCE1
60JN121414;UELWWZDL;16/12/2005;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
07CN243567;LTTZUKII;20/08/2002;UniversiteDeDschang;INFORMATIQUE;LICENCE1
17CR482830;IGLQDYXV;22/02/2004;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
37OT282341;RNVDBKMW;13/09/2023;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
54TH527783;PXSLYXZL;10/02/2020;UniversiteDeDouala;INFORMATIQUE;LICENCE1
57UV064235;TSMPEVXO;06/10/2016;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
04DF435670;BKHGIEDZ;11/07/2021;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
51LK488365;TYDUJPSA;07/11/2017;UniversiteDeDschang;INFORMATIQUE;LICENCE1
60QE610813;PNLPMMDF;26/02/2001;UniversiteDeDouala;INFORMATIQUE;LICENCE1
58OP511156;EPWKMTBP;09/09/2012;UniversiteDeDouala;INFORMATIQUE;LICENCE1
11WF710426;DIVLOANH;13/05/2009;UniversiteDeDschang;INFORMATIQUE;LICENCE1
78YI228317;ZQDKHWKY;03/11/1999;UniversiteDeDschang;INFORMATIQUE;LICENCE1
44VA012127;JXOXKRFQ;22/10/1997;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
53XJ450572;IBBVVEKA;20/12/2016;UniversiteDeDschang;INFORMATIQUE;LICENCE1
03FI027630;MIMCIZLJ;18/02/1993;UniversiteDeDouala;INFORMATIQUE;LICENCE1
57EY022014;ROTYMFXX;27/03/2016;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
64VV477435;DNVNGAFO;04/04/2014;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
54WJ064847;BILYMWZA;11/03/2014;UniversiteDeDschang;INFORMATIQUE;LICENCE1
60KC820821;GLCOMPAD;03/03/1999;UniversiteDeDschang;INFORMATIQUE;LICENCE1
16IK112834;GTDSZCQE;11/11/2000;UniversiteDeDschang;INFORMATIQUE;LICENCE1
28MD264638;RNRXNYOQ;12/04/2008;UniversiteDeDschang;INFORMATIQUE;LICENCE1
37KI550320;HZPTXOUD;05/09/2015;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
43OD787062;BYUNOUSU;27/07/2002;UniversiteDeDouala;INFORMATIQUE;LICENCE1
46DN416867;PXOQCEUT;18/02/2007;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
77MU577310;TNRGMHXV;24/04/2006;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
15CM386181;IOOGCKLF;05/01/2001;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
12QP300766;JFUZBMVR;04/12/2007;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
42RK474285;LJJNQGHJ;17/09/1999;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
01OA020447;TASHHRCP;26/06/2001;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
53NX410377;FTXHDJMO;01/05/1990;UniversiteDeDschang;INFORMATIQUE;LICENCE1
70EX658156;OGPQUKJH;28/08/1996;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
44XJ354486;WSVMYEXU;13/05/2016;UniversiteDeDouala;INFORMATIQUE;LICENCE1
04IS458384;EPDNIIEN;20/12/2002;UniversiteDeDschang;INFORMATIQUE;LICENCE1
16CH714508;BCWGLIVB;05/01/2022;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
04PA861380;QKTMVEUT;10/06/1992;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
06LD473210;ZRHZVETB;13/05/2009;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
60XK018240;WZOEHSUK;11/11/2014;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
14DO230246;WQQHZLLR;20/12/2023;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
22HZ162481;YGGVLAOK;20/04/2002;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
34LO407323;RVJOBFPZ;20/04/2002;UniversiteDeDouala;INFORMATIQUE;LICENCE1
12CI487211;GDGNXAZU;28/08/2010;UniversiteDeDschang;INFORMATIQUE;LICENCE1
71DS746776;QPDRDQJB;04/08/2021;UniversiteDeDschang;INFORMATIQUE;LICENCE1
88FE738340;XPYIRMUK;22/02/2011;UniversiteDeDouala;INFORMATIQUE;LICENCE1
66YN142851;JDYKKNMQ;21/05/2017;UniversiteDeDschang;INFORMATIQUE;LICENCE1
03EO306072;SSFPSELI;07/11/2024;UniversiteDeDouala;INFORMATIQUE;LICENCE1
45ZN484410;WPAZHLCE;23/07/1991;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
27UZ156122;CAOTMIDX;04/12/2021;UniversiteDeDschang;INFORMATIQUE;LICENCE1
23KS563050;ODHYQVRK;10/02/2013;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
37RZ202623;NWZHDNQZ;06/10/2016;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
44XA610423;CSYLFAQH;06/02/1995;UniversiteDeDouala;INFORMATIQUE;LICENCE1
45HP103476;CECONHLB;04/04/2000;UniversiteDeDschang;INFORMATIQUE;LICENCE1
21PB658808;KUBCSSMF;17/01/1999;UniversiteDeDschang;INFORMATIQUE;LICENCE1
25IS082133;RNNUAFTE;11/11/2021;UniversiteDeDschang;INFORMATIQUE;LICENCE1
48IG576602;ZTQEVGNX;03/11/2013;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
43EF883573;KPNZWACG;18/06/1993;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
57ME676761;WEKOYWWP;18/06/2014;UniversiteDeDschang;INFORMATIQUE;LICENCE1
11RU713271;JJJKQEOP;19/03/2001;UniversiteDeDouala;INFORMATIQUE;LICENCE1
40JB745801;ZEVWMIVX;05/09/2022;UniversiteDeDouala;INFORMATIQUE;LICENCE1
33TQ145802;XIYVKBDJ;06/02/2023;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
78MB664780;FNXDJVVU;16/08/2012;UniversiteDeDschang;INFORMATIQUE;LICENCE1
82NY866564;GGEWNVNM;05/01/2022;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
67TW506066;BIJOSGNP;06/10/1995;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
04EM706074;RLMBOPKV;13/05/2016;UniversiteDeDouala;INFORMATIQUE;LICENCE1
16XJ836561;CKZNFWIM;24/12/1999;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
82AC435111;COKPLAEN;10/10/1992;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
51QV121606;IPDDVQUM;22/10/2018;UniversiteDeDouala;INFORMATIQUE;LICENCE1
88XI834460;DHOSWANB;21/09/1996;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
53BR844335;MOOUMYIP;20/08/2016;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
48OW767616;PSECSIPD;13/09/2016;UniversiteDeDschang;INFORMATIQUE;LICENCE1
30YS157503;ZUGVMCHQ;24/04/2020;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
33IT447871;JXKIAZJM;23/03/2005;UniversiteDeDschang;INFORMATIQUE;LICENCE1
40UV556225;QZGCAOTP;25/09/2014;UniversiteDeDouala;INFORMATIQUE;LICENCE1
83JG847477;JATDKLIK;27/11/2016;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
52YJ545441;FQFSTOKC;16/04/1991;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
38VB645366;MWKMVVAN;01/05/2018;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
65AA864621;XJSXXLOI;17/01/1992;UniversiteDeDschang;INFORMATIQUE;LICENCE1
37SL885210;LHOWSWIY;23/03/2005;UniversiteDeDouala;INFORMATIQUE;LICENCE1
33HQ347864;NNSGBCKP;04/04/2014;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
33AH278448;YXBVUEJR;10/06/1992;UniversiteDeDschang;INFORMATIQUE;LICENCE1
57JD846575;NBOMOCVA;28/12/1996;UniversiteDeDouala;INFORMATIQUE;LICENCE1
38ZR224008;MJYEHGEU;22/10/1997;UniversiteDeDouala;INFORMATIQUE;LICENCE1
23FA326352;VWCYAPOA;13/09/2002;UniversiteDeDouala;INFORMATIQUE;LICENCE1
21YW853318;ORWIVHAK;28/04/2017;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
64ZP406674;KQXYTUAH;04/08/1993;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
51NJ006732;FALMGSJD;27/11/2002;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
74UW008317;ONERCSRQ;17/09/2020;UniversiteDeDouala;INFORMATIQUE;LICENCE1
08VN356705;LNBJUDTE;05/05/1994;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
35DL847502;TSDOMFVR;18/02/2014;UniversiteDeDouala;INFORMATIQUE;LICENCE1
75GL740662;GHEOBPSP;22/06/2018;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
36XH527377;CWGHQYZD;10/06/1992;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
61YU823764;NAMIDIOX;05/09/2001;UniversiteDeDouala;INFORMATIQUE;LICENCE1
74ZC454518;ATLPZJGF;10/10/1992;UniversiteDeDouala;INFORMATIQUE;LICENCE1
54EI804612;SMVTDPIG;27/07/2009;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
47BC615162;NRNDROJE;17/01/1992;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
34DS405736;PXOUHFTI;06/10/2002;UniversiteDeDouala;INFORMATIQUE;LICENCE1
68BN170321;YHZZQFGI;21/09/2024;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
44FY045333;UCBXRLFH;10/10/2020;UniversiteDeDouala;INFORMATIQUE;LICENCE1
66AH680264;EUMXJVCA;10/10/2020;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
61DN133165;TSUAXQKY;24/08/1992;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
01JU571214;XJZPRGXN;07/11/2024;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
35PG585680;KAKDNSKU;05/01/2015;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
15AJ815221;MXRVUVVN;19/11/2008;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
52AN861060;OSQNICNF;15/11/1990;UniversiteDeDschang;INFORMATIQUE;LICENCE1
40WI473140;MNUFVTSH;15/03/2018;UniversiteDeDouala;INFORMATIQUE;LICENCE1
83LU627047;VEMKWZEJ;06/02/2009;UniversiteDeDouala;INFORMATIQUE;LICENCE1
17DO176053;YWGSTEIH;15/03/2018;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
80YV558644;WYXEAMLO;03/03/2020;UniversiteDeDouala;INFORMATIQUE;LICENCE1
54YK102714;BHVYCNFZ;28/04/2024;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
50UB000685;UUJQTOBR;03/11/2020;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
07HX805540;MIJFMTPK;12/08/2022;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
70WK744023;ROQUABKC;11/07/2007;UniversiteDeDouala;INFORMATIQUE;LICENCE1
25KM844801;KICOVKNP;24/08/1992;UniversiteDeDouala;INFORMATIQUE;LICENCE1
50TZ057580;EWIZMJQA;08/08/2011;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
37QO288461;TBIHXXRO;10/10/1999;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
66BM133331;LHKNKXRW;11/07/2007;UniversiteDeDschang;INFORMATIQUE;LICENCE1
46SV404033;FUKCEXUK;07/07/2024;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
06MW387242;WCJKNBLJ;11/11/2007;UniversiteDeDouala;INFORMATIQUE;LICENCE1
11LR087101;ETQBSKSD;15/11/2011;UniversiteDeDschang;INFORMATIQUE;LICENCE1
32FP371574;RESEBKAI;24/08/2013;UniversiteDeDouala;INFORMATIQUE;LICENCE1
68AX735437;GLLKIFUG;04/04/2000;UniversiteDeDschang;INFORMATIQUE;LICENCE1
43FZ741561;JFRYGCHM;08/08/1990;UniversiteDeDschang;INFORMATIQUE;LICENCE1
57OC847075;XAOPKGUB;12/08/2001;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
25RJ012336;MMHOYIYE;25/05/2014;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
27HB152286;TJQDQMKB;07/03/2010;UniversiteDeDschang;INFORMATIQUE;LICENCE1
44TD238016;RBAZFJMC;01/09/2004;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
53JR470523;JARTILXU;02/02/1991;UniversiteDeDschang;INFORMATIQUE;LICENCE1
24BN803130;ZEKYOJCH;27/11/2009;UniversiteDeDschang;INFORMATIQUE;LICENCE1
75NX151752;UTLNFXOX;22/10/2011;UniversiteDeDouala;INFORMATIQUE;LICENCE1
31BE762722;AQYHCKJL;23/03/1998;UniversiteDeDschang;INFORMATIQUE;LICENCE1
82SM038150;KCHUPGRO;22/06/2011;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
11NN057133;MDMBORKJ;12/12/2022;UniversiteDeDschang;INFORMATIQUE;LICENCE1
24QF610872;KXYRUOQW;27/03/2023;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
86XV346132;FPDJZMUM;24/08/2006;UniversiteDeDouala;INFORMATIQUE;LICENCE1
13UH523414;QDIFLZUY;26/10/2022;UniversiteDeDouala;INFORMATIQUE;LICENCE1
53LC768736;DIBTZLEL;25/09/1993;UniversiteDeDschang;INFORMATIQUE;LICENCE1
82UT556267;JCFFRVCY;02/10/1991;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
35GJ375426;KFHMUDYK;25/05/1993;UniversiteDeDouala;INFORMATIQUE;LICENCE1
77TY542403;JISUIOUN;27/11/2023;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
18YJ165560;WVGYHLLS;13/05/2002;UniversiteDeyaounde2;INFORMATIQUE;LICENCE1
30AJ303633;PQXGMZGY;27/03/2023;UniversiteDeDouala;INFORMATIQUE;LICENCE1
21ON643681;HPKBTKNE;22/10/1997;UniversiteDeDschang;INFORMATIQUE;LICENCE1
70VE107634;TFYDTVQS;08/04/1997;UniversiteDeDschang;INFORMATIQUE;LICENCE1
76FM042105;QYQZLDRB;06/02/2002;UniversiteDeYaounde1;INFORMATIQUE;LICENCE1
42LG188258;UPJGQQGX;02/06/2019;UniversiteDeDschang;INFORMATIQUE;LICENCE1
